## Order: 5
## Bins: 10
## Minimum Radius = 2.00e+01
## Maximum Radius = 1.60e+02
## Format: Row 1 = radial bin 1, Row 2 = radial bin 2, Rows 3+ = zeta_ell^ab
## Column 1 specifies the angular multipole
 	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 2	 2	 2	 2	 2	 2	 2	 3	 3	 3	 3	 3	 3	 4	 4	 4	 4	 4	 5	 5	 5	 5	 6	 6	 6	 7	 7	 8	 
	 1	 2	 3	 4	 5	 6	 7	 8	 9	 2	 3	 4	 5	 6	 7	 8	 9	 3	 4	 5	 6	 7	 8	 9	 4	 5	 6	 7	 8	 9	 5	 6	 7	 8	 9	 6	 7	 8	 9	 7	 8	 9	 8	 9	 9	
0	1.24524899e-01	5.53993233e-02	2.73119358e-02	1.94809284e-02	1.63166025e-02	1.30459124e-02	8.73516496e-03	5.18809245e-03	4.53423052e-03	2.08519986e-02	9.64781674e-03	8.59769572e-03	5.82809204e-03	3.56424893e-03	3.12952967e-03	2.19252190e-03	1.55325842e-03	9.28155427e-04	2.93605883e-03	1.76196431e-03	4.95855752e-04	-9.43421837e-04	-1.45510898e-04	9.26532271e-05	2.05854981e-04	5.06420360e-04	7.63362456e-05	-7.74940784e-04	5.14739051e-04	-3.59198813e-05	1.09024434e-03	5.13510354e-04	4.91378278e-04	1.57416965e-03	1.18822738e-03	5.70247189e-04	9.84600770e-04	1.21171786e-03	1.03940963e-03	5.68600879e-04	6.64436531e-04	6.55006291e-04	2.81263056e-04	4.77632428e-04	5.73214724e-04	
1	-4.56273387e-02	-1.73750117e-02	-6.32193284e-03	-3.10334485e-03	-2.51518377e-03	1.64279386e-04	-8.80303122e-04	-1.53256015e-03	-1.04885417e-03	-5.73020236e-03	-4.93405648e-03	-4.58764180e-03	-1.10080961e-03	2.08683192e-03	-1.13552170e-05	-1.88593570e-03	-1.84647928e-03	-2.05787460e-03	-2.09497469e-03	4.11091631e-04	2.25551221e-03	9.55889862e-04	-8.85624607e-04	-1.36561480e-03	1.16567755e-03	1.03973179e-03	2.21235320e-03	1.83388146e-03	3.51914380e-04	-4.64345896e-04	8.13024529e-04	1.74807491e-03	5.28241477e-04	-5.87857003e-04	-8.22660838e-04	1.77484961e-03	1.17057104e-03	-8.00151832e-05	-8.10614734e-04	1.47622647e-03	-2.70917889e-05	-6.14929016e-04	-1.59606476e-04	-9.42393935e-06	3.73942252e-04	
2	1.80924704e-01	8.73381880e-02	4.92791590e-02	2.75992501e-02	1.79218166e-02	1.24825646e-02	1.09413976e-02	9.33360751e-03	5.70464689e-03	4.37167184e-02	2.27327331e-02	1.28801074e-02	9.64893971e-03	6.56207210e-03	3.78314683e-03	3.53499784e-03	2.47680019e-03	1.12185110e-02	9.51166250e-03	6.75680408e-03	5.08944531e-03	2.69650806e-03	2.48186525e-03	2.39487493e-03	5.36697948e-03	4.20549273e-03	3.40529748e-03	2.13452078e-03	1.67414498e-03	1.50103684e-03	2.67149057e-03	1.71455909e-03	1.28317708e-03	8.87970983e-04	7.06005946e-04	1.08689013e-03	1.15685670e-03	7.94049171e-04	7.42744854e-04	3.41518934e-04	1.70198761e-04	5.88213337e-04	9.62139397e-05	2.34783844e-04	2.74962045e-04	
3	-1.26449056e-01	-4.70474630e-02	-2.29392368e-02	-1.29993577e-02	-4.74621226e-03	-1.82848896e-03	-1.83365557e-03	-2.20321559e-03	-2.52221840e-03	-3.56802217e-02	-1.83254362e-02	-7.04720248e-03	-1.93306017e-03	-1.86933276e-03	-2.08117166e-03	-2.28138024e-03	-1.68295096e-03	-1.38779990e-02	-7.11515882e-03	-4.06053549e-03	-2.01221050e-03	-2.21824574e-03	-1.37342714e-03	-8.32779876e-04	-6.07103824e-03	-4.47323041e-03	-2.14894438e-03	-1.35004238e-03	-1.04393834e-03	-4.74467553e-04	-4.67710526e-03	-2.41307261e-03	-9.03181484e-04	-6.21134855e-04	-2.76743291e-04	-2.47526903e-03	-1.01677940e-03	-8.26794091e-04	-6.00484378e-04	-1.05590315e-03	-9.04510559e-04	-6.11151856e-04	1.86174194e-04	-5.63635515e-04	-2.30733002e-04	
4	1.00738195e-01	3.00922618e-02	9.36845949e-03	5.82153528e-03	1.97960288e-03	1.88957830e-03	1.27396718e-03	7.48655283e-04	1.10073785e-03	3.02101708e-02	1.42529891e-02	7.50052500e-03	2.68658317e-03	1.75215760e-03	1.25133387e-03	2.69435698e-04	1.15664271e-03	1.10443281e-02	6.80491274e-03	2.03941694e-03	8.70346339e-05	-2.35794726e-04	1.29229819e-04	1.08094575e-03	4.04663223e-03	2.26101943e-03	8.93724652e-04	-2.04508604e-04	2.40869115e-04	5.21826281e-04	2.37774154e-03	1.36917108e-03	1.31176247e-03	8.70112012e-04	1.90463808e-04	2.00873377e-03	1.45845972e-03	1.17346093e-03	2.95074133e-04	1.56721965e-03	1.30751698e-03	8.72600459e-04	8.43095370e-04	3.76841106e-04	-1.71897603e-04	
5	-7.94696105e-02	-1.71045050e-02	-5.95418863e-03	-1.22489177e-03	-8.45379136e-04	-5.76732872e-04	-7.52223690e-04	-3.84554911e-04	9.96655062e-05	-2.78825174e-02	-9.11609552e-03	-2.98238626e-03	-3.06905640e-03	-9.81481888e-04	-8.40843434e-04	-6.90963879e-04	3.51213271e-04	-1.12814073e-02	-5.46222932e-03	-2.98009332e-03	-6.99128728e-04	8.62986061e-04	3.12338108e-04	8.04562340e-04	-5.67977107e-03	-2.66441373e-03	-9.33911121e-04	9.16005194e-04	1.42102083e-03	5.76385510e-04	-3.29186952e-03	-1.30328285e-03	-6.28419723e-04	-2.47854091e-04	-1.70706943e-04	-1.62508730e-03	-9.78783812e-04	-6.37801091e-04	-2.78726800e-05	-1.22632053e-03	-4.24815217e-04	-5.24177733e-05	-3.25207476e-04	-4.63756009e-04	-3.93426995e-04	
