## Order: 5
## Bins: 10
## Minimum Radius = 2.00e+01
## Maximum Radius = 1.60e+02
## Format: Row 1 = radial bin 1, Row 2 = radial bin 2, Rows 3+ = zeta_ell^ab
## Column 1 specifies the angular multipole
 	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 1	 1	 1	 1	 1	 2	 2	 2	 2	 2	 2	 2	 3	 3	 3	 3	 3	 3	 4	 4	 4	 4	 4	 5	 5	 5	 5	 6	 6	 6	 7	 7	 8	 
	 1	 2	 3	 4	 5	 6	 7	 8	 9	 2	 3	 4	 5	 6	 7	 8	 9	 3	 4	 5	 6	 7	 8	 9	 4	 5	 6	 7	 8	 9	 5	 6	 7	 8	 9	 6	 7	 8	 9	 7	 8	 9	 8	 9	 9	
0	1.15374591e-01	5.88345039e-02	3.77837044e-02	2.24351408e-02	1.23959709e-02	3.47153409e-03	-1.28151050e-03	-7.17717627e-04	4.32642496e-04	2.17278514e-02	1.48692614e-02	8.11683853e-03	4.25388252e-03	-4.66788994e-04	-1.28450696e-03	2.32145550e-04	2.99264680e-04	4.70012930e-03	4.65938377e-03	1.65801791e-03	1.39321688e-04	2.35283704e-04	3.18524876e-04	3.41096015e-04	2.08466114e-03	1.17546624e-03	2.85589703e-04	2.74267025e-04	9.86500881e-05	-1.91152705e-04	1.51294297e-03	8.89073212e-04	7.19294291e-04	7.22723722e-04	-4.75999967e-04	1.60105187e-03	1.44424923e-03	1.38796198e-03	-1.32680598e-04	4.15049734e-04	8.58221715e-04	1.16792896e-04	-1.83751031e-05	-3.34713423e-05	-2.81445388e-04	
1	-3.30622290e-02	-1.23703611e-02	-5.40849274e-03	-7.29229823e-03	-6.21777793e-03	3.54813006e-04	-1.00603693e-03	2.51179513e-04	7.24517469e-04	-1.17866238e-03	-2.35616887e-03	-5.44982868e-03	-4.18031576e-03	2.46604505e-04	1.08751394e-03	1.26052986e-03	2.88129862e-04	-9.45819977e-04	-3.48977863e-03	-3.94127125e-03	3.76694257e-04	1.01341285e-03	1.05717604e-03	8.08983969e-04	-2.43457026e-03	-1.86092678e-03	1.45556694e-03	1.40201354e-03	7.11274577e-04	4.32098620e-04	-9.05462233e-04	4.57056101e-04	8.07586069e-04	1.00374241e-03	5.97587482e-04	2.02058041e-03	1.44022964e-03	9.52787501e-04	3.88805313e-04	2.93368097e-03	1.27677715e-03	4.26488701e-04	2.01134612e-03	8.89248895e-04	6.47511922e-04	
2	1.86101391e-01	8.87866483e-02	4.70405615e-02	3.07456774e-02	2.07812772e-02	1.56011688e-02	1.36373508e-02	9.15535046e-03	7.21058421e-03	4.81167371e-02	2.39897367e-02	1.72818194e-02	1.26979040e-02	9.47975802e-03	7.26967718e-03	4.93680516e-03	3.77855598e-03	1.36766311e-02	9.42070713e-03	6.77374274e-03	5.20976811e-03	4.25503775e-03	2.36357817e-03	1.71557600e-03	5.48982493e-03	4.26748027e-03	4.00607605e-03	3.16281218e-03	1.83506713e-03	1.14540378e-03	2.64052617e-03	2.21465099e-03	2.13747363e-03	2.20150539e-03	1.07617627e-03	8.34503737e-04	1.14600827e-03	1.51560158e-03	1.09721260e-03	6.48981342e-04	1.34093180e-03	1.05955554e-03	4.67233707e-04	5.88384133e-04	-1.95550595e-05	
3	-1.30331575e-01	-4.56023757e-02	-2.11734528e-02	-1.16924939e-02	-4.83477249e-03	-2.80985011e-03	-2.76137140e-03	-3.59517525e-03	-1.36789479e-03	-3.54400696e-02	-1.84256583e-02	-9.17974563e-03	-4.83258021e-03	-2.95136688e-03	-1.79722798e-03	-2.37398971e-03	-1.87583864e-03	-1.19869671e-02	-7.24617123e-03	-4.93752088e-03	-3.43954578e-03	-1.75849682e-03	-9.51941307e-04	-5.54142686e-04	-4.89074792e-03	-3.58782022e-03	-2.10238876e-03	-1.45087611e-03	-4.58031383e-04	-3.70229080e-04	-1.80742123e-03	-6.57312142e-04	-9.91408039e-04	8.79827319e-05	-3.02936065e-04	-6.98425367e-04	-5.67201746e-04	1.85485508e-04	-5.07120170e-06	-4.53873909e-04	-7.33300855e-05	-2.02276103e-04	1.03466800e-04	-2.62590654e-04	-8.29839345e-05	
4	1.04647534e-01	3.21242047e-02	1.35732090e-02	6.15888319e-03	4.49420589e-03	2.71090099e-03	7.62725048e-04	1.59250985e-03	-2.31934014e-04	3.42969558e-02	1.47302983e-02	6.98449676e-03	3.98008133e-03	2.31849817e-03	1.21478655e-03	6.46820332e-04	3.40521359e-04	1.35274987e-02	7.65871801e-03	3.39287990e-03	1.43678375e-03	1.04810209e-03	1.71271559e-04	9.99350902e-05	6.13456189e-03	3.68031671e-03	1.59375735e-03	2.26133895e-04	6.53501672e-04	2.63030787e-04	3.29490559e-03	9.30597552e-04	4.12532918e-04	2.56488414e-04	2.04666732e-04	5.89667067e-04	6.21389882e-04	3.30170235e-05	-6.04867376e-05	9.47481372e-04	7.32840988e-04	3.59426336e-04	2.35094823e-04	3.84371243e-04	9.37218060e-05	
5	-8.56192083e-02	-1.87503147e-02	-7.27207720e-03	-1.60395123e-03	-1.02988716e-03	-1.24765492e-03	-4.94882001e-04	2.06647928e-04	-8.86984166e-04	-3.18717099e-02	-1.14613058e-02	-4.39482732e-03	-1.00631840e-03	-2.57326769e-04	-2.09132565e-04	-1.87510410e-04	-1.19983384e-03	-1.30830768e-02	-7.77109155e-03	-3.58688178e-03	-8.05389884e-04	-4.42667466e-04	3.52649813e-04	6.14021657e-04	-5.96198253e-03	-3.71330941e-03	-1.73217030e-03	-4.66935230e-04	-7.83284072e-04	-3.14819987e-04	-3.02811952e-03	-1.35051076e-03	-8.91904973e-04	-4.35220045e-04	-2.97115525e-05	-1.25462731e-03	-3.47521027e-04	-3.56691323e-06	4.79171295e-04	2.98006979e-04	-6.87400462e-05	-1.70024109e-04	6.54470817e-04	-5.22944402e-06	-9.02702591e-05	
